Nacho Cerdà,Nacho Cerdà (born 1968/1969) is a Spanish film director and screenwriter best known for his controversial 1994 short film Aftermath.
Harold D. Schuster,"Harold D. Schuster (August 1, 1902 – July 19, 1986) was an American editor and film director. In 1937 he made Wings of the Morning, the first-ever three-strip Technicolor film shot in Europe."
Jeb Stuart,"James Ewell Brown ""Jeb"" Stuart (February 6, 1833 – May 12, 1864) was a United States Army officer from Virginia who became a Confederate States Army general during the American Civil War. He was known to his friends as ""Jeb"", from the initials of his given names. Stuart was a cavalry commander known for his mastery of reconnaissance and the use of cavalry in support of offensive operations. While he cultivated a cavalier image (red-lined gray cape, the regular yellow waist sash of a confederate general, hat cocked to the side with an ostrich plume, red flower in his lapel, often sporting cologne), his serious work made him the trusted eyes and ears of Robert E. Lee's army and inspired Southern morale."
Jake West,"Jake West (born 1972) is a British film director, known mostly for his horror films and for a series of documentaries looking at film censorship and interviewing well-known directors, actors and industry figures.[citation needed]"
Sam Weisman,"Sam Weisman is an American film director. He has directed the films D2: The Mighty Ducks, Bye Bye Love, George of the Jungle, The Out-of-Towners, What's the Worst That Could Happen?, and Dickie Roberts: Former Child Star. Weisman is a 1973 graduate of Brandeis University's MFA program in Acting and Directing. He earned a BA in Music History from Yale University, where he was a member of the second longest running a cappella group in the nation, The Society of Orpheus and Bacchus."
See-Yuen Ng,"Ng See-yuen, born 1944 in Shanghai, is a Chinese director of independent film companies in Hong Kong. He has worked in the Hong Kong film industry since 1970, particularly in Hong Kong action cinema, with roles including film director, producer and screenwriter.Ng is the chairman of the Federation of Hong Kong Filmmakers."
Sarah Watt,"Sarah Ann Watt (30 August 1958 – 4 November 2011) was an Australian film director, writer and animator."
Antony Balch,"Antony Balch (10 September 1937 – 6 April 1980) was an English film director and distributor, best known for his screen collaborations with Beat Generation author William S. Burroughs in the 1960s and for the 1970s horror film, Horror Hospital."
Yash Chopra,"Yash Raj Chopra (27 September 1932 – 21 October 2012) was an Indian director and film producer who worked in Hindi films. The founding chairman of the film production and distribution company Yash Raj Films, Chopra was the recipient of several awards, including 6 National Film Awards and 08 Filmfare Awards. He is considered among the best Indian filmmakers. For his contributions to film, the Government of India honoured him with the Dadasaheb Phalke Award in 2001, and the Padma Bhushan in 2005.British Academy of Film and Television Arts BAFTA 2006 presented him with a lifetime membership, making him the first Indian to receive the honour."
Masami Ôbari,"Masami Ōbari (大張 正己, Ōbari Masami, born January 24, 1966) is a noted Japanese anime director, animation director and mecha and character designer."
Neil LaBute,"Neil N. LaBute (born March 19, 1963) is an American playwright, film director, screenwriter, and actor. He is best-known for a play that he wrote and later adapted for film, In the Company of Men (1997), which won awards from the Sundance Film Festival, the Independent Spirit Awards, and the New York Film Critics Circle. He wrote and directed the films Your Friends & Neighbors (1998), Possession (2002) (based on the A.S. Byatt novel), The Shape of Things (2003) (based on his play of the same name), The Wicker Man (2006), Some Velvet Morning (2013), and Dirty Weekend (2015). He directed the films Nurse Betty (2000), Lakeview Terrace (2008), and the American adaptation of Death at a Funeral (2010). LaBute created the TV series Billy & Billie, writing and directing all of the episodes. He is also the creator of the TV series Van Helsing. Recently, he executive produced, co-directed and co-wrote the Netflix's The I-Land. He also directed several episodes for shows such as Hell on Wheels and Billions."
Chan-wook Park,"Park Chan-wook (Korean: 박찬욱 Korean pronunciation: [pak̚t͡ɕʰanuk̚ ]; born August 23, 1963) is a South Korean film director, screenwriter, producer, and former film critic. One of the most acclaimed and popular filmmakers in his native country, Park is best known for his films Joint Security Area (2000), Thirst (2009), The Handmaiden (2016) and what has become known as The Vengeance Trilogy, consisting of Sympathy for Mr. Vengeance (2002), Oldboy (2003) and Lady Vengeance (2005)."
Albert Herman,"Albert Herman (1887–1958) was an American actor, screenwriter and film director. Herman was a prolific director, working mainly on low-budget movies for companies such as Producers Releasing Corporation. He is sometimes credited as Al Herman."
John G. Blystone,"John G. Blystone (December 2, 1892 – August 6, 1938) was an American film director. He directed 100 films between 1915 and 1938. He was born in Rice Lake, Wisconsin and died in Los Angeles, California from a heart attack. His grave is located at Valhalla Memorial Park Cemetery."
Jeff Celentano,"Jeff Celentano (born May 24, 1960), also credited as Jeff Weston, is an American actor, screenwriter, producer and film director. Celentano starred as a character actor in such films as Robert Altman’s “The Player”, American Ninja 2: The Confrontation, Puppet Master II, and Demonic Toys. Also starring in “Dynasty” “Magnum P.I., and “Trapper John”.  In 1994, he turned to directing with his first short film, Dickwad. Which won several film festivals as best comedy short. He also directed Under the Hula Moon, Gunshy starring Diane Lane, “Breaking Point” starring Tom Berenger and Busta Rhymes. and most recently the boxing saga Glassjaw. Celentano is an acting teacher and is the Executive Director of Drama at The Performer's Academy in Lake Forest, California. Celentano was born and raised in Pemberton, New Jersey."
Ed Forsyth,"Edward James ""Ed"" Forsyth (April 30, 1887 – June 22, 1956) was a Major League Baseball third baseman who played in one game on October 2, 1915 for the Baltimore Terrapins of the Federal League. He was the starting third baseman in the second game of a doubleheader that day; it was the last game the Terrapins would ever play, and the last day the Federal League was in existence."
David Lean,"Sir David Lean CBE (25 March 1908 – 16 April 1991) was an English film director, producer, screenwriter and editor. Widely considered one of the most influential directors of all time, Lean directed the large-scale epics The Bridge on the River Kwai (1957), Lawrence of Arabia (1962), Doctor Zhivago (1965), and A Passage to India (1984).  He also directed two adaptations of  Charles Dickens novels, Great Expectations (1946) and Oliver Twist (1948), as well as the romantic drama Brief Encounter (1945)."
Rouben Mamoulian,"Rouben Zachary Mamoulian (/ruːˈbɛn mɑːmuːlˈjɑːn/ roo-BEN mah-mool-YAHN, in Armenian: Ռուբէն Մամուլեան) (October 8, 1897 – December 4, 1987) was an Armenian-American film and theatre director."
Robert Towne,"Robert Towne (born Robert Bertram Schwartz; November 23, 1934) is an American screenwriter, producer, director and actor. He was part of the New Hollywood wave of filmmaking. He is best known for his Academy Award-winning original screenplay for Roman Polanski's Chinatown (1974), which is widely considered one of the greatest screenplays ever written. He later said it was inspired by a chapter in Carey McWilliams's Southern California Country: An Island on the Land (1946) and a West magazine article on Raymond Chandler's Los Angeles. Towne also wrote the sequel, The Two Jakes (1990); the Hal Ashby comedy-dramas The Last Detail (1973) and Shampoo (1975); and the first two Mission: Impossible films."
